id, suma, gavejo id, siuntejo id
167760, 396, 1824, 3547 
167670, 125, 2895, 3066 
168030, 397, 2948, 2941 
168120, 307, 3297, 2389 
167850, 180, 3066, 3929 
168390, 203, 2561, 3095 
168300, 102, 2941, 2217 
167940, 80, 2682, 3544 
168480, 380, 1567, 2948 
168570, 43, 2096, 2811 
168210, 394, 3095, 1538 
168840, 52, 2811, 2895 
168750, 273, 2254, 3903 
168660, 201, 2254, 3544 
169020, 255, 3903, 2426 
169200, 57, 3012, 2254 
168930, 174, 1307, 2755 
169380, 351, 2389, 1567 
169290, 323, 2096, 2383 
169560, 299, 2682, 3547 
169110, 62, 2426, 4150 
169470, 139, 2389, 2811 
169740, 391, 2948, 2561 
169830, 41, 2426, 3095 
169650, 270, 2811, 2303 
170100, 115, 1824, 4150 
170190, 392, 2217, 3547 
169920, 316, 2146, 4539 
170280, 304, 3544, 2070 
170460, 364, 3958, 1968 
170370, 365, 3297, 1089 
170550, 157, 3958, 1567 
170010, 46, 1089, 1968 
170640, 214, 2941, 1968 
170730, 374, 3112, 2217 
170910, 94, 3112, 2561 
171000, 207, 1567, 3095 
171090, 299, 3112, 2426 
170820, 394, 2254, 2755 
171180, 359, 3929, 2948 
171360, 194, 1824, 3095 
171450, 391, 2096, 1538 
171270, 128, 3112, 1538 
171720, 329, 2561, 3544 
171540, 396, 3130, 3066 
171900, 355, 4580, 2682 
171810, 377, 1567, 2342 
171630, 152, 1968, 2070 
171990, 173, 2146, 2811 
172170, 281, 2401, 4539 
172350, 195, 1625, 3112 
172260, 35, 2755, 2811 
172080, 364, 3095, 2426 
172620, 351, 1699, 2217 
172530, 285, 2561, 2941 
172710, 191, 2941, 1089 
172800, 210, 2755, 2755 
172980, 333, 2389, 3066 
172440, 98, 2941, 2389 
172890, 172, 4150, 2070 
173160, 40, 3958, 1824 
173070, 94, 2561, 2146 
173340, 116, 2941, 2426 
173430, 355, 1625, 2682 
173250, 64, 3547, 2811 
173610, 150, 2941, 2895 
173790, 333, 3929, 2401 
173700, 56, 1625, 4580 
173970, 364, 2948, 2755 
173520, 79, 3297, 2561 
174060, 313, 3066, 3929 
174240, 173, 3095, 2096 
173880, 32, 1538, 2303 
174150, 326, 2342, 1538 
174510, 361, 1625, 3130 
174420, 123, 3095, 2401 
174600, 250, 3544, 2383 
174330, 182, 2254, 4150 
174870, 41, 1307, 2254 
174690, 375, 1968, 2146 
175050, 185, 2254, 2561 
174780, 375, 4150, 1538 
175230, 323, 3903, 1567 
175140, 378, 2895, 2401 
175500, 97, 2303, 2811 
174960, 194, 1538, 1824 
175590, 299, 2217, 3903 
175320, 93, 3297, 2401 
175410, 319, 1968, 3012 
175680, 246, 3095, 2811 
175860, 378, 1538, 2811 
175770, 254, 1625, 2811 
176040, 274, 3112, 2401 
176130, 144, 4580, 3095 
175950, 59, 2342, 3066 
176220, 222, 3095, 3297 
176490, 89, 2941, 2070 
176310, 274, 2811, 1968 
176760, 321, 1538, 3095 
176670, 108, 2303, 3297 
176850, 179, 3095, 2254 
176400, 124, 2401, 3297 
176580, 97, 2303, 3112 
176940, 295, 2948, 2070 
177300, 268, 3130, 2254 
177030, 216, 3903, 2070 
177480, 361, 1699, 2755 
177120, 133, 1307, 3547 
177390, 31, 2389, 2303 
177570, 288, 3130, 1968 
177750, 61, 3958, 3095 
177210, 328, 2811, 2303 
177930, 41, 3929, 2096 
177660, 365, 2811, 3547 
177840, 105, 3929, 4539 
178020, 392, 3903, 2895 
178200, 159, 2217, 2383 
178110, 294, 2811, 4539 
178380, 138, 3297, 4539 
178560, 252, 2070, 2948 
178290, 190, 3112, 1538 
178470, 212, 1089, 4150 
178830, 145, 2941, 2389 
178650, 99, 2561, 4150 
178740, 237, 2254, 2303 
178920, 30, 1089, 3297 
179100, 207, 1567, 3958 
179190, 64, 2941, 3547 
179280, 343, 2217, 1567 
179460, 296, 2254, 2217 
179010, 80, 2070, 2426 
179370, 133, 3012, 1625 
179550, 267, 2948, 2948 
179820, 65, 2682, 2146 
179730, 125, 2217, 2682 
180000, 217, 1089, 2389 
179910, 221, 3903, 3297 
180090, 59, 1567, 2895 
180180, 217, 1699, 3112 
180270, 333, 2682, 1625 
179640, 144, 3112, 3929 
180360, 351, 2948, 2146 
180540, 291, 2342, 3095 
180450, 51, 1824, 2811 
180630, 365, 2303, 3066 
180900, 47, 2948, 2426 
180720, 113, 2895, 2941 
180990, 344, 1089, 1824 
181080, 78, 1699, 3130 
180810, 171, 3095, 3547 
181350, 170, 3112, 2426 
181260, 364, 3929, 3130 
181170, 205, 3547, 3297 
181530, 113, 1089, 1538 
181710, 161, 2895, 2561 
181440, 157, 3958, 4150 
181890, 262, 1567, 1307 
181620, 183, 1089, 3544 
181800, 295, 1307, 2401 
182160, 265, 1699, 3958 
182070, 355, 1824, 4539 
182250, 358, 3958, 1567 
181980, 213, 3297, 2426 
182520, 367, 2682, 3130 
182430, 61, 2389, 2426 
182340, 161, 1089, 1824 
182610, 386, 3112, 1968 
182790, 247, 3095, 2146 
182700, 362, 2426, 2254 
182970, 173, 2096, 2941 
182880, 72, 2217, 2217 
183150, 277, 2811, 3903 
183330, 93, 1968, 2383 
183060, 394, 2895, 2682 
183510, 114, 2303, 1824 
183420, 116, 2070, 4539 
183240, 375, 1567, 3547 
183600, 394, 4580, 4150 
183690, 213, 1538, 2217 
183870, 140, 2342, 2070 
183780, 105, 3547, 1625 
184050, 295, 2389, 3929 
184140, 131, 3012, 3112 
184230, 104, 3958, 2561 
184410, 112, 1089, 2948 
183960, 251, 2383, 1307 
184320, 173, 2948, 3297 
184590, 300, 1968, 3903 
184500, 382, 4539, 2070 
184950, 59, 2401, 2682 
184680, 294, 1538, 2096 
184860, 260, 2217, 3130 
184770, 330, 2146, 1307 
185040, 195, 1307, 3066 
185310, 107, 3297, 2146 
185490, 184, 2401, 2895 
185220, 147, 3112, 1089 
185670, 207, 2303, 2682 
185130, 110, 4580, 1538 
185400, 65, 2426, 3012 
185760, 198, 3012, 3297 
185580, 71, 2426, 4580 
185850, 257, 3544, 1824 
186120, 55, 2217, 1567 
185940, 254, 1089, 3012 
186210, 379, 1538, 1567 
186390, 161, 2755, 2561 
186030, 395, 1538, 2895 
186480, 119, 4539, 3112 
186300, 158, 2755, 2217 
186660, 245, 3066, 4539 
186570, 45, 1824, 2303 
186750, 169, 1567, 4539 
187020, 382, 3929, 2254 
186840, 138, 2146, 3547 
187200, 45, 3297, 2383 
187110, 87, 3095, 2948 
186930, 256, 2426, 1625 
187470, 150, 3130, 3130 
187290, 311, 2389, 2426 
187380, 353, 3958, 3112 
187560, 140, 2303, 2096 
187650, 324, 2217, 1567 
187740, 215, 2146, 2303 
187920, 324, 3130, 2401 
188190, 147, 3297, 4539 
188010, 201, 2070, 3066 
187830, 253, 3929, 4539 
188370, 215, 2146, 2561 
188100, 399, 3547, 1625 
188460, 120, 2303, 4150 
188280, 39, 1089, 3130 
188550, 271, 1567, 2755 
188820, 340, 2811, 4150 
188640, 357, 3297, 3929 
188730, 369, 4539, 3112 
189000, 300, 2254, 3958 
189180, 70, 2895, 1625 
188910, 314, 3544, 3112 
189450, 83, 3112, 1089 
189090, 268, 2070, 1089 
189360, 232, 3929, 3547 
189630, 82, 3297, 2561 
189270, 325, 2146, 4580 
189720, 131, 2389, 3544 
189810, 211, 2342, 2895 
189540, 263, 2096, 2217 
189990, 203, 1538, 3297 
190170, 133, 1089, 1824 
189900, 253, 2254, 3012 
190260, 358, 2254, 3903 
190080, 248, 3903, 1538 
190350, 318, 3544, 3929 
190620, 390, 2811, 3903 
190440, 77, 2682, 2217 
190530, 220, 2383, 1567 
190890, 240, 2811, 1824 
190710, 64, 1968, 2811 
190800, 40, 3297, 2070 
191070, 121, 1567, 2426 
191250, 238, 1089, 2895 
191160, 350, 1824, 1567 
191340, 223, 1824, 2755 
191430, 306, 2303, 1625 
190980, 45, 2070, 1567 
191520, 351, 2941, 3112 
191790, 220, 2342, 2096 
191700, 339, 2811, 1567 
191880, 272, 1538, 2389 
191970, 90, 1699, 2895 
191610, 269, 2941, 2303 
192060, 120, 2217, 1307 
192330, 255, 2096, 2383 
192150, 224, 3544, 2755 
192510, 131, 3547, 2755 
192420, 335, 2426, 3297 
192240, 137, 3547, 2941 
192600, 106, 3112, 2895 
192960, 89, 2811, 2217 
192780, 158, 2401, 2895 
192870, 248, 2342, 2342 
193050, 378, 4150, 2070 
193140, 378, 2682, 2254 
193230, 207, 2561, 2383 
192690, 214, 3012, 2342 
193410, 151, 2342, 2895 
193500, 382, 2146, 1089 
193770, 271, 2682, 2426 
193320, 81, 4150, 3112 
193680, 229, 2342, 2389 
194130, 235, 4580, 1699 
193590, 223, 3066, 2342 
193860, 324, 1968, 1625 
194220, 395, 3958, 4539 
193950, 91, 4580, 2561 
194040, 358, 2146, 2895 
194400, 78, 1089, 2941 
194310, 398, 1625, 3903 
194490, 273, 3297, 3095 
194670, 397, 3112, 2342 
194760, 179, 4150, 2342 
194580, 154, 2303, 4150 
194850, 256, 2383, 2561 
195030, 271, 2401, 3012 
195120, 314, 1625, 3929 
195300, 293, 4580, 2948 
194940, 160, 2948, 2217 
195570, 66, 1307, 2941 
195660, 387, 2096, 1824 
195390, 157, 2755, 1625 
195480, 244, 2146, 2561 
195210, 269, 1699, 2948 
195750, 358, 3130, 2682 
196020, 148, 2948, 3066 
196110, 284, 2948, 1699 
195840, 396, 3547, 2682 
195930, 309, 4539, 2383 
196200, 30, 3903, 2217 
196380, 383, 3958, 3112 
196560, 385, 3544, 3903 
196290, 44, 2426, 1625 
196470, 47, 4150, 3958 
196650, 330, 1824, 2070 
196830, 369, 1824, 3112 
196740, 39, 1968, 2895 
196920, 142, 2303, 2070 
197100, 288, 2401, 3112 
197190, 335, 3012, 2070 
197010, 127, 1699, 2941 
197280, 123, 2811, 1089 
197370, 314, 4580, 3066 
197550, 399, 4150, 2070 
197640, 165, 1307, 3095 
197910, 158, 2426, 2895 
197730, 148, 3929, 4539 
198000, 34, 4150, 2254 
197460, 277, 2342, 3547 
198090, 331, 2383, 3929 
197820, 63, 1699, 1307 
198180, 397, 1307, 2383 
198450, 335, 2682, 1089 
198360, 153, 2217, 1968 
198270, 345, 2383, 1699 
198540, 348, 2389, 2401 
198630, 84, 1307, 1089 
198720, 316, 4580, 2401 
198900, 305, 4539, 2146 
198990, 365, 3929, 1699 
199080, 123, 3095, 2561 
198810, 198, 1625, 2682 
199260, 396, 2561, 2146 
199440, 196, 3544, 2070 
199170, 171, 2682, 1538 
199350, 343, 3066, 2303 
199620, 293, 2342, 3544 
199530, 218, 2426, 1567 
199800, 53, 3112, 3297 
199710, 340, 2561, 1567 
200070, 334, 2941, 2895 
199980, 361, 2096, 2948 
199890, 32, 2389, 2389 
200250, 236, 2146, 4539 
200430, 188, 2561, 2755 
200160, 241, 1307, 2342 
200520, 320, 2217, 3958 
200340, 213, 3958, 2389 
200700, 223, 4580, 2146 
200610, 142, 1699, 1625 
200790, 46, 2389, 2941 
200970, 150, 1699, 1699 
201150, 248, 2755, 1567 
200880, 60, 2755, 2401 
201240, 195, 2383, 2217 
201330, 121, 2895, 2146 
201510, 211, 2254, 3095 
201420, 46, 2342, 2254 
201060, 91, 3903, 2070 
201600, 287, 2561, 3012 
201960, 55, 3544, 1307 
201870, 228, 2070, 2146 
201690, 253, 1699, 2811 
202140, 58, 2426, 2682 
202050, 288, 2389, 3130 
201780, 98, 2561, 2383 
202230, 376, 4150, 1824 
202500, 74, 2682, 2070 
202320, 121, 3903, 2342 
202590, 371, 2254, 3095 
202410, 302, 2948, 2941 
202680, 358, 2146, 3544 
202770, 172, 1307, 2811 
203130, 107, 2217, 2941 
202860, 226, 2217, 2941 
203220, 150, 2217, 1567 
202950, 169, 2303, 3066 
203310, 382, 3544, 2401 
203040, 366, 4150, 3544 
203400, 348, 1307, 2682 
203490, 354, 1824, 1968 
203580, 222, 4150, 3903 
203760, 66, 2948, 2096 
203670, 197, 2948, 1824 
204030, 51, 3544, 3958 
203850, 127, 2217, 1307 
203940, 270, 3544, 1538 
204300, 367, 2303, 2401 
204210, 95, 3297, 1625 
204120, 143, 4580, 4150 
204390, 381, 3929, 4580 
204660, 290, 2070, 3544 
204480, 343, 2561, 2389 
204750, 285, 4580, 3544 
204570, 316, 1625, 2895 
205110, 106, 3297, 3012 
205020, 132, 2811, 2303 
205200, 193, 2389, 2895 
204930, 173, 1307, 3012 
205380, 179, 2895, 1538 
205290, 331, 2811, 3958 
204840, 296, 2948, 3012 
205560, 151, 1625, 3012 
205470, 275, 2811, 3095 
205650, 61, 2811, 2895 
205740, 263, 2389, 4580 
206010, 221, 1968, 2342 
205830, 246, 1968, 2682 
206100, 334, 3130, 2342 
206280, 88, 2303, 1538 
205920, 312, 3929, 3112 
206460, 254, 4539, 2401 
206190, 317, 2389, 2426 
206640, 165, 2383, 2096 
206550, 335, 2254, 4150 
206820, 63, 2561, 2941 
206370, 393, 3012, 1538 
206730, 80, 2070, 4539 
207000, 350, 1538, 1567 
